",sgSCR_pre_r1,sgSCR_pre_r2,sgSCR_pre_r3,MBD2KO_pre_r1,MBD2KO_pre_r2,MBD2KO_pre_r3,sgSCR_post_r1,sgSCR_post_r2,sgSCR_post_r3,MBD2KO_post_r1,MBD2KO_post_r2,MBD2KO_post_r3"
"1608" ",\"CASP10,400,444,341,397,280,273,376,536,363,234,292,209\""
"1609" ",\"CASP2,326,410,324,360,372,348,347,381,242,215,231,179\""
"1610" ",\"CASP3,2338,3002,2118,2119,1505,1727,1634,2166,1597,1386,1510,1072\""
"1611" ",\"CASP3P1,18,21,2,11,8,9,17,15,5,3,8,3\""
"1612" ",\"CASP4,30,30,23,54,43,51,23,23,12,8,16,10\""
"1613" ",\"CASP6,414,550,388,398,307,340,325,452,275,105,120,72\""
"1614" ",\"CASP7,23,25,20,23,20,14,13,20,11,13,12,11\""
"1615" ",\"CASP8,422,576,399,528,376,465,381,478,339,204,199,156\""
"1616" ",\"CASP8AP2,1964,2583,1702,2699,1864,2157,1615,2050,1486,1768,1827,1264\""
"1617" ",\"CASP9,76,111,82,128,94,95,66,96,77,52,54,40\""
"1618" ",\"CASS4,4,18,4,35,33,33,8,9,6,12,18,9\""
"1619" ",\"CAST,10051,13163,9411,12110,8830,9457,8846,11257,8027,6415,7278,5324\""
"1620" ",\"CASTOR1,23,23,19,10,22,13,9,4,4,9,6,7\""
"1621" ",\"CASTOR3,40,70,47,55,49,57,57,64,53,44,46,46\""
"1622" ",\"CAT,2940,3950,2885,4762,3545,3390,3266,4228,3007,4915,5459,3990\""
"1623" ",\"CATSPER2,53,84,64,86,67,53,85,121,73,58,62,41\""
"1624" ",\"CATSPER2P1,8,13,12,16,18,18,18,25,23,19,28,22\""
"1625" ",\"CATSPERG,13,16,12,18,16,5,22,41,23,49,42,24\""
"1626" ",\"CAV2,6,17,11,8,12,5,6,5,5,0,1,2\""
"1627" ",\"CAVIN1,206,316,252,156,145,129,102,160,89,32,33,29\""
"1628" ",\"CAVIN2,11,22,15,3,7,2,18,28,21,3,4,0\""
"1629" ",\"CBARP,11,5,9,23,29,23,18,20,16,12,12,13\""
"1630" ",\"CBFA2T2,103,149,104,129,105,124,125,168,102,95,84,66\""
"1631" ",\"CBFA2T3,49,73,51,77,65,52,144,159,109,76,66,71\""
"1632" ",\"CBFB,994,1220,871,675,575,700,369,429,305,95,98,94\""
"1633" ",\"CBL,112,164,113,137,101,136,30,26,26,10,16,9\""
"1634" ",\"CBLB,133,187,103,173,116,106,241,301,182,203,200,173\""
"1635" ",\"CBLL1,661,860,522,559,451,516,703,749,581,461,456,329\""
"1636" ",\"CBR1,415,556,350,530,466,479,202,261,187,128,122,98\""
"1637" ",\"CBR3-AS1,13,24,13,15,9,15,9,17,10,10,12,7\""
"1638" ",\"CBR4,682,957,593,871,519,608,568,664,482,459,533,349\""
"1639" ",\"CBS,151,236,231,263,261,209,202,238,183,177,147,144\""
"1640" ",\"CBSL,1377,1994,1430,2153,2162,1671,1782,2572,1504,1348,1431,1238\""
"1641" ",\"CBWD1,1869,2636,1455,2312,1588,1736,1690,2203,1403,1175,1349,828\""
"1642" ",\"CBWD2,448,606,401,586,376,469,502,564,436,337,398,242\""
"1643" ",\"CBWD3,37,57,53,37,27,40,54,50,62,52,45,28\""
"1644" ",\"CBWD4P,31,55,26,45,39,35,31,71,36,29,32,25\""
"1645" ",\"CBWD5,156,219,175,185,129,152,213,226,221,151,162,93\""
"1646" ",\"CBWD6,381,485,337,404,290,360,422,637,406,295,351,236\""
"1647" ",\"CBX1,830,1167,762,911,583,694,447,636,349,258,277,161\""
"1648" ",\"CBX1P1,10,21,18,18,8,11,15,26,10,2,4,2\""
"1649" ",\"CBX2,108,184,130,154,205,162,78,112,70,75,68,68\""
"1650" ",\"CBX3,3575,4621,3167,4413,2976,3458,2656,3490,2468,2240,2509,1684\""
"1651" ",\"CBX3P1,40,50,20,47,26,34,33,33,21,18,25,7\""
"1652" ",\"CBX3P9,792,1030,663,952,685,746,593,856,557,459,537,403\""
"1653" ",\"CBX4,140,237,188,184,197,127,208,271,183,206,259,261\""
"1654" ",\"CBX5,1587,2107,1419,1586,1269,1296,3141,3618,2512,2378,2882,2211\""
"1655" ",\"CBX5P1,13,14,15,16,11,8,14,17,6,15,14,11\""
"1656" ",\"CBX6,77,118,94,75,79,68,98,138,69,67,68,68\""
"1657" ",\"CBX7,16,28,19,41,41,40,28,42,24,83,116,88\""
"1658" ",\"CBX8,211,292,237,246,248,179,180,247,154,97,136,107\""
"1659" ",\"CBY1,74,129,93,98,92,86,79,105,84,63,74,59\""
"1660" ",\"CBY3,8,33,16,19,12,17,13,18,19,5,12,6\""
"1661" ",\"CC2D1A,110,149,147,148,144,107,176,260,140,118,109,133\""
"1662" ",\"CC2D1B,93,146,104,144,145,128,90,140,103,117,125,91\""
"1663" ",\"CC2D2A,19,29,16,18,13,21,23,19,15,9,12,7\""
"1664" ",\"CCAR1,2327,3189,2239,3000,2309,2595,2277,2977,2120,1895,2024,1531\""
"1665" ",\"CCAR2,421,622,533,541,598,540,462,565,373,297,383,312\""
"1666" ",\"CCDC102B,18,37,23,26,26,13,42,53,42,29,25,18\""
"1667" ",\"CCDC106,26,38,30,58,53,37,37,52,20,23,29,34\""
"1668" ",\"CCDC107,10,17,17,9,17,14,11,23,15,9,9,5\""
"1669" ",\"CCDC112,672,954,707,820,579,634,696,866,677,421,455,309\""
"1670" ",\"CCDC113,65,125,65,77,59,54,95,107,68,43,48,43\""
"1671" ",\"CCDC114,3,7,5,12,13,3,6,12,18,7,11,12\""
"1672" ",\"CCDC115,118,205,133,190,161,161,121,180,132,84,102,79\""
"1673" ",\"CCDC117,112,175,123,177,148,159,114,137,76,88,115,87\""
"1674" ",\"CCDC12,214,322,218,311,290,254,280,363,235,214,208,195\""
"1675" ",\"CCDC120,13,13,13,17,18,21,6,7,9,14,10,18\""
"1676" ",\"CCDC121,31,52,21,42,31,28,41,75,65,30,60,48\""
"1677" ",\"CCDC122,22,28,18,12,7,8,6,4,5,5,3,0\""
"1678" ",\"CCDC124,150,252,218,248,325,195,209,273,164,165,179,146\""
"1679" ",\"CCDC125,336,492,341,415,307,303,260,390,261,170,197,126\""
"1680" ",\"CCDC126,66,98,57,114,89,107,59,69,61,36,36,26\""
"1681" ",\"CCDC127,172,237,170,278,237,208,159,188,113,165,165,135\""
"1682" ",\"CCDC130,134,207,153,169,196,126,320,452,280,217,222,233\""
"1683" ",\"CCDC134,38,63,40,73,50,42,39,51,30,34,42,30\""
"1684" ",\"CCDC136,139,192,166,304,334,332,38,42,31,25,41,35\""
"1685" ",\"CCDC137,259,364,260,349,410,332,235,315,189,205,200,166\""
"1686" ",\"CCDC138,506,610,461,575,441,552,509,612,443,352,366,253\""
"1687" ",\"CCDC14,2986,4048,2675,3887,2571,2930,3021,3812,2822,3300,3594,2421\""
"1688" ",\"CCDC141,48,71,45,12,5,8,8,9,7,0,3,1\""
"1689" ",\"CCDC142,94,129,109,106,96,111,96,125,89,66,81,47\""
"1690" ",\"CCDC144A,13,17,10,20,8,16,27,29,25,35,23,16\""
"1691" ",\"CCDC144B,48,50,39,50,46,42,86,123,72,90,80,70\""
"1692" ",\"CCDC144CP,33,58,46,62,37,66,86,106,81,101,88,69\""
"1693" ",\"CCDC146,10,15,16,20,10,19,16,19,8,15,22,9\""
"1694" ",\"CCDC15,602,789,515,531,375,471,745,988,701,547,576,461\""
"1695" ",\"CCDC150,258,321,224,367,212,279,286,369,308,167,159,127\""
"1696" ",\"CCDC152,56,80,47,71,46,38,44,59,46,46,56,34\""
"1697" ",\"CCDC154,5,11,9,9,11,9,8,5,8,13,9,16\""
"1698" ",\"CCDC157,12,16,15,18,9,7,6,20,8,11,13,14\""
"1699" ",\"CCDC159,35,51,55,37,62,27,62,101,67,36,26,37\""
"1700" ",\"CCDC162P,14,27,13,25,9,19,13,18,21,11,15,13\""
"1701" ",\"CCDC167,188,244,148,215,173,129,123,165,131,121,117,87\""
"1702" ",\"CCDC168,22,22,16,40,20,35,30,29,22,32,34,22\""
"1703" ",\"CCDC169,406,499,372,411,307,326,282,329,244,170,171,111\""
"1704" ",\"CCDC17,35,36,21,28,27,27,23,33,28,24,46,22\""
"1705" ",\"CCDC171,39,66,30,60,46,33,66,93,52,94,87,64\""
"1706" ",\"CCDC174,227,298,216,306,197,228,332,425,305,256,337,244\""
"1707" ",\"CCDC18,1036,1233,844,985,578,638,1260,1575,1137,853,912,630\""
"1708" ",\"CCDC18-AS1,137,190,129,221,137,138,463,604,425,620,602,424\""
"1709" ",\"CCDC183,6,4,4,12,7,9,10,4,5,13,13,8\""
"1710" ",\"CCDC186,425,491,384,439,309,374,402,507,364,492,500,368\""
"1711" ",\"CCDC189,22,40,34,27,28,33,30,35,25,30,28,35\""
"1712" ",\"CCDC191,32,29,31,42,19,28,78,89,64,52,38,28\""
"1713" ",\"CCDC196,29,15,15,22,7,6,22,30,12,15,12,9\""
"1714" ",\"CCDC22,85,124,99,82,79,45,83,119,79,36,43,50\""
"1715" ",\"CCDC24,14,19,11,25,13,16,14,17,18,15,17,23\""
"1716" ",\"CCDC25,1438,2206,1370,2056,1559,1604,1154,1639,1019,945,1199,799\""
"1717" ",\"CCDC28A,372,482,308,461,305,314,332,411,282,422,408,315\""
"1718" ",\"CCDC28B,122,219,131,161,147,96,102,147,89,82,81,69\""
"1719" ",\"CCDC30,11,12,14,12,14,14,24,27,18,16,11,9\""
"1720" ",\"CCDC32,130,182,144,188,154,167,132,177,137,174,186,145\""
"1721" ",\"CCDC34,220,346,233,338,241,262,194,287,197,217,234,177\""
"1722" ",\"CCDC39,69,102,62,93,51,62,65,57,58,61,56,34\""
"1723" ",\"CCDC43,559,715,522,722,458,548,375,485,303,250,280,208\""
"1724" ",\"CCDC47,1812,2608,1814,2971,2413,2549,2014,2700,1865,2159,2376,1758\""
"1725" ",\"CCDC50,1019,1198,896,888,611,645,711,953,661,387,449,272\""
"1726" ",\"CCDC51,224,298,223,330,285,286,169,239,186,141,117,101\""
"1727" ",\"CCDC57,112,168,154,157,145,110,208,293,194,119,117,91\""
"1728" ",\"CCDC58,196,269,142,234,179,214,189,298,133,145,153,102\""
"1729" ",\"CCDC58P1,22,38,16,28,22,31,20,30,17,11,12,10\""
"1730" ",\"CCDC58P3,92,126,106,141,93,123,83,114,76,68,64,46\""
"1731" ",\"CCDC59,609,883,539,900,598,732,792,1056,714,747,780,552\""
"1732" ",\"CCDC6,923,1307,895,1043,841,936,823,845,593,572,607,500\""
"1733" ",\"CCDC61,86,136,101,120,149,76,105,199,124,77,104,90\""
"1734" ",\"CCDC66,895,1176,781,1130,771,926,1093,1431,975,855,940,660\""
"1735" ",\"CCDC68,206,204,169,110,69,97,79,94,85,23,32,29\""
"1736" ",\"CCDC69,372,523,382,442,416,341,268,333,224,185,223,169\""
"1737" ",\"CCDC7,102,141,79,91,49,66,167,233,145,106,111,85\""
"1738" ",\"CCDC71,109,169,161,175,183,127,86,149,85,63,78,83\""
"1739" ",\"CCDC71L,63,115,68,165,108,130,85,119,89,282,318,235\""
"1740" ",\"CCDC74A,19,19,10,15,9,12,1,7,4,2,0,2\""
"1741" ",\"CCDC75P1,46,57,38,48,40,40,54,42,43,28,34,24\""
"1742" ",\"CCDC77,295,382,244,439,290,345,239,310,208,225,215,155\""
"1743" ",\"CCDC78,68,121,92,113,131,100,65,124,52,49,55,55\""
"1744" ",\"CCDC80,5,7,6,7,4,4,12,9,16,13,7,4\""
"1745" ",\"CCDC82,424,532,395,532,368,409,458,658,453,369,414,274\""
"1746" ",\"CCDC84,210,302,208,275,208,228,246,265,180,166,195,154\""
"1747" ",\"CCDC84-DT,43,37,32,32,26,32,36,53,41,18,28,17\""
"1748" ",\"CCDC85B,161,311,214,248,284,210,265,351,238,175,184,163\""
"1749" ",\"CCDC85C,71,103,64,105,76,92,69,90,58,64,66,64\""
"1750" ",\"CCDC86,177,250,204,271,309,282,159,277,154,131,115,124\""
"1751" ",\"CCDC88A,3085,4058,2841,3593,2590,3069,2696,3317,2380,1667,1970,1325\""
"1752" ",\"CCDC88B,53,63,45,117,85,77,86,96,49,270,246,210\""
"1753" ",\"CCDC88C,645,918,715,865,746,722,565,696,469,341,396,307\""
"1754" ",\"CCDC9,119,226,184,202,268,184,231,330,202,280,330,240\""
"1755" ",\"CCDC90B,354,509,309,425,276,286,270,408,275,257,279,206\""
"1756" ",\"CCDC91,539,713,462,815,542,656,306,412,270,330,351,239\""
"1757" ",\"CCDC92,15,26,22,28,23,22,16,18,18,18,19,8\""
"1758" ",\"CCDC93,624,873,592,740,639,661,357,479,332,206,237,197\""
"1759" ",\"CCDC97,86,132,118,127,131,103,113,153,98,87,90,70\""
"1760" ",\"CCDC9B,7,16,3,16,22,13,1,1,1,1,0,0\""
"1761" ",\"CCHCR1,355,557,419,561,523,423,329,467,312,279,306,254\""
"1762" ",\"CCM2,184,280,211,224,189,150,120,151,105,76,80,71\""
"1763" ",\"CCN1,18,22,19,21,25,12,29,49,44,53,42,35\""
"1764" ",\"CCN3,156,191,152,140,110,152,21,35,35,17,14,10\""
"1765" ",\"CCN6,17,17,7,11,18,15,15,32,23,17,28,12\""
"1766" ",\"CCNA2,3518,4607,3081,3924,2766,2932,3073,3928,2846,3011,3263,2160\""
"1767" ",\"CCNB1,2988,4032,2660,3864,2875,2956,2552,3118,2304,2001,2188,1534\""
"1768" ",\"CCNB1IP1,487,668,433,719,524,498,302,455,252,243,265,189\""
"1769" ",\"CCNB2,1369,1951,1312,1869,1317,1324,1352,1843,1166,1177,1386,994\""
"1770" ",\"CCNB2P1,51,61,27,47,25,19,40,46,37,34,36,27\""
"1771" ",\"CCNB3,8,18,18,31,10,13,8,12,6,5,7,5\""
"1772" ",\"CCNC,1516,1899,1234,1725,1079,1393,1090,1254,1049,801,910,605\""
"1773" ",\"CCND1,237,365,287,324,368,350,201,278,195,107,115,122\""
"1774" ",\"CCND2,1738,2414,1771,2761,2414,2244,3523,4079,2745,3018,3708,2948\""
"1775" ",\"CCND3,498,767,629,937,1004,783,384,558,352,896,1062,962\""
"1776" ",\"CCNDBP1,635,824,625,1189,751,745,1003,1308,960,2107,2104,1611\""
"1777" ",\"CCNE1,259,396,293,516,458,416,499,703,432,760,798,619\""
"1778" ",\"CCNE2,498,649,462,553,391,476,490,704,420,525,540,428\""
"1779" ",\"CCNF,490,714,585,751,691,609,450,563,367,479,549,445\""
"1780" ",\"CCNG1,3751,4896,3227,4495,2967,3523,2773,3421,2566,2409,2698,1813\""
"1781" ",\"CCNG2,239,329,221,364,263,291,101,138,106,159,158,137\""
"1782" ",\"CCNH,1488,1810,1285,1762,1257,1529,1408,1866,1318,1078,1100,786\""
"1783" ",\"CCNI,1412,1858,1305,1445,1190,1294,1056,1069,783,796,883,726\""
"1784" ",\"CCNI2,31,41,30,43,41,39,6,20,6,12,7,5\""
"1785" ",\"CCNJ,218,349,233,346,294,281,213,279,170,188,213,138\""
"1786" ",\"CCNK,189,202,150,216,132,188,252,277,186,143,180,138\""
"1787" ",\"CCNL1,1955,2585,1684,2321,1733,1923,2148,2728,2036,1867,2001,1483\""
"1788" ",\"CCNL2,1172,1604,1240,1898,1443,1413,1243,1605,1108,1531,1694,1384\""
"1789" ",\"CCNQ,96,136,95,131,96,99,58,83,59,31,40,35\""
"1790" ",\"CCNT1,960,1282,858,1149,930,930,973,1240,846,832,936,776\""
"1791" ",\"CCNT2,734,952,697,850,584,709,838,1033,786,769,763,518\""
"1792" ",\"CCNT2P1,11,1,5,8,4,3,13,6,8,8,4,8\""
"1793" ",\"CCNY,589,802,584,667,586,577,475,691,444,327,428,326\""
"1794" ",\"CCNYL1,75,106,78,100,81,75,69,77,65,101,99,79\""
"1795" ",\"CCP110,1242,1712,1198,1516,1179,1280,920,1143,885,709,838,517\""
"1796" ",\"CCPG1,143,194,140,186,128,111,111,158,112,125,131,89\""
"1797" ",\"CCR10,13,14,14,30,48,17,23,27,12,23,36,21\""
"1798" ",\"CCR4,5,12,7,5,6,6,18,18,17,13,13,14\""
"1799" ",\"CCRL2,201,278,180,137,136,117,81,137,81,60,71,49\""
"1800" ",\"CCS,294,441,326,530,391,357,442,573,384,564,602,532\""
"1801" ",\"CCSAP,189,309,173,225,149,172,179,240,151,122,142,96\""
"1802" ",\"CCSER2,70,124,71,122,102,144,75,87,73,61,63,59\""
"1803" ",\"CCT2,5396,7101,4690,7129,5106,6281,4348,5443,3999,3422,3564,2635\""
"1804" ",\"CCT3,5909,7886,5744,8740,6601,7280,4631,5943,4232,3244,3515,2718\""
"1805" ",\"CCT4,4026,5543,3821,5287,3928,4372,3316,4242,2985,2158,2400,1807\""
"1806" ",\"CCT5,4887,6471,4584,6553,4932,5601,3731,4893,3422,2668,2866,2197\""
"1807" ",\"CCT5P1,189,183,113,216,148,140,128,205,72,73,84,44\""
"1808" ",\"CCT5P2,74,65,52,99,66,73,56,99,32,29,35,24\""
"1809" ",\"CCT6A,4111,6156,3815,5820,5031,5266,3097,4376,2801,2090,2353,1703\""
"1810" ",\"CCT6B,45,58,38,50,30,24,52,87,54,66,50,42\""
"1811" ",\"CCT6P1,94,138,91,102,72,92,87,133,105,80,104,71\""
"1812" ",\"CCT6P2,440,609,475,639,502,610,291,410,315,207,268,180\""
"1813" ",\"CCT6P3,168,183,131,181,129,138,153,188,120,126,133,83\""
"1814" ",\"CCT7,2842,4223,2994,4002,3322,3201,2397,3055,1986,1598,1739,1449\""
"1815" ",\"CCT7P1,13,20,5,17,10,9,6,19,6,3,7,1\""
"1816" ",\"CCT7P2,48,100,98,76,47,85,40,41,66,41,46,47\""
"1817" ",\"CCT8,4002,5498,3639,5071,3964,4164,3093,4158,2836,2234,2460,1803\""
"1818" ",\"CCT8P1,1249,1696,1050,1671,1336,1373,923,1348,782,655,817,524\""
"1819" ",\"CCZ1,147,208,162,194,140,141,153,203,135,136,166,114\""
"1820" ",\"CCZ1B,735,1018,722,924,707,794,814,1046,702,614,674,482\""
"1821" ",\"CD151,301,489,390,564,553,431,313,423,299,354,341,365\""
"1822" ",\"CD160,16,17,12,15,11,10,18,25,16,17,22,10\""
"1823" ",\"CD164,4804,6581,4528,5417,4308,4760,3768,4652,3466,2369,2710,1933\""
"1824" ",\"CD226,21,20,14,13,15,11,28,26,14,27,15,13\""
"1825" ",\"CD247,10,14,13,25,34,33,2,3,1,6,0,3\""
"1826" ",\"CD27-AS1,20,37,38,43,31,27,28,47,15,18,26,24\""
"1827" ",\"CD274,63,83,51,58,64,55,33,33,23,29,26,24\""
"1828" ",\"CD2AP,2356,3187,2068,3781,2693,3014,1899,2242,1781,2457,2659,1814\""
"1829" ",\"CD2BP2,277,424,292,389,357,316,293,366,209,160,166,174\""
"1830" ",\"CD2BP2-DT,8,15,10,9,8,5,12,15,7,6,11,13\""
"1831" ",\"CD302,17,26,16,13,10,18,26,22,19,13,18,14\""
"1832" ",\"CD320,126,199,160,215,283,185,133,193,108,87,101,104\""
"1833" ",\"CD33,28,42,36,21,10,7,6,13,10,5,0,3\""
"1834" ",\"CD36,5318,6783,5009,10704,6491,7662,14373,17411,13631,17860,18804,12391\""
"1835" ",\"CD37,145,225,155,192,176,143,159,204,105,84,74,77\""
"1836" ",\"CD3EAP,22,36,27,32,44,25,23,41,32,26,32,22\""
"1837" ",\"CD44,610,811,571,423,352,319,421,462,347,258,262,224\""
"1838" ",\"CD46,2039,2740,2015,2843,2111,2157,2739,3450,2571,3106,3451,2330\""
"1839" ",\"CD46P1,4,7,2,7,6,3,11,17,9,21,24,18\""
"1840" ",\"CD47,2492,3336,2162,2165,1559,1770,1374,1825,1256,587,768,462\""
"1841" ",\"CD52,34,67,44,95,64,53,35,47,27,20,32,21\""
"1842" ",\"CD55,652,964,624,902,636,744,768,967,680,788,764,636\""
"1843" ",\"CD58,198,327,217,473,346,334,437,538,416,619,624,435\""
"1844" ",\"CD59,2171,2825,2043,2459,1716,1882,2584,3384,2309,1736,1947,1399\""
"1845" ",\"CD63,1901,2633,1852,1950,1683,1563,1290,1799,1226,706,768,558\""
"1846" ",\"CD70,279,387,323,197,164,178,164,238,171,48,53,30\""
"1847" ",\"CD80,5,8,5,5,8,2,29,39,22,3,4,2\""
"1848" ",\"CD81,211,349,250,253,222,151,159,252,147,124,145,101\""
"1849" ",\"CD81-AS1,9,12,7,9,5,2,33,34,21,20,23,14\""
"1850" ",\"CD82,1109,1822,1467,1260,1492,1057,974,1417,895,567,682,510\""
"1851" ",\"CD83,20,30,29,40,39,54,9,8,4,8,6,0\""
"1852" ",\"CD84,92,101,87,30,15,18,42,47,30,12,8,14\""
"1853" ",\"CD99,383,577,492,394,467,375,263,390,225,146,186,152\""
"1854" ",\"CD99L2,132,198,129,151,124,88,103,167,97,88,118,106\""
"1855" ",\"CD99P1,46,53,53,54,28,23,48,41,36,18,12,11\""
"1856" ",\"CDADC1,139,175,125,173,127,122,174,232,142,123,118,117\""
"1857" ",\"CDAN1,270,406,382,389,387,335,329,514,330,273,294,264\""
"1858" ",\"CDC123,1409,1809,1246,1800,1374,1494,810,1010,809,517,568,377\""
"1859" ",\"CDC14A,214,274,185,204,160,170,225,257,194,183,125,107\""
"1860" ",\"CDC14B,112,145,95,129,111,92,45,68,30,18,14,10\""
"1861" ",\"CDC14C,31,23,27,24,15,23,8,11,8,2,6,6\""
"1862" ",\"CDC16,1691,2312,1647,2450,1597,1690,1691,2233,1568,1462,1646,1195\""
"1863" ",\"CDC20,546,927,639,954,916,777,633,867,516,558,631,555\""
"1864" ",\"CDC20P1,90,172,121,156,169,147,100,170,99,104,123,108\""
"1865" ",\"CDC23,811,1144,759,1073,794,885,683,864,589,536,606,429\""
"1866" ",\"CDC25A,591,906,651,921,765,725,565,713,533,428,478,375\""
"1867" ",\"CDC25B,371,503,413,445,354,349,243,260,166,135,170,153\""
"1868" ",\"CDC25C,241,295,201,331,203,244,337,390,268,302,311,223\""
"1869" ",\"CDC26,27,51,37,39,34,32,17,30,18,10,14,9\""
"1870" ",\"CDC27,2117,2823,1975,3022,2128,2349,2034,2569,1922,2736,2978,2092\""
"1871" ",\"CDC27P1,37,39,32,49,31,41,41,40,39,42,34,44\""
"1872" ",\"CDC27P2,19,13,3,17,19,15,19,35,8,23,31,16\""
"1873" ",\"CDC34,376,557,454,861,656,574,418,541,366,657,653,585\""
"1874" ",\"CDC37,2092,2984,2440,3228,3022,2528,2023,2732,1908,1459,1544,1363\""
"1875" ",\"CDC37L1,368,490,329,444,290,361,290,373,265,250,250,142\""
"1876" ",\"CDC37L1-DT,24,24,10,28,13,14,19,37,23,38,40,26\""
"1877" ",\"CDC37P2,8,17,15,17,12,18,11,11,17,10,7,13\""
"1878" ",\"CDC40,1141,1453,964,1451,1016,1096,925,1171,912,741,777,565\""
"1879" ",\"CDC42,1613,2287,1531,2000,1489,1550,1292,1863,1254,1192,1244,930\""
"1880" ",\"CDC42BPA,2095,2655,1821,1791,1199,1512,3989,4481,3141,1962,2060,1605\""
"1881" ",\"CDC42BPB,86,138,81,99,79,80,48,69,64,50,64,40\""
"1882" ",\"CDC42BPG,53,99,96,78,117,81,22,46,13,11,6,8\""
"1883" ",\"CDC42EP4,61,104,79,84,92,55,115,141,95,94,94,93\""
"1884" ",\"CDC42EP5,6,8,2,4,1,5,11,16,10,13,12,7\""
"1885" ",\"CDC42P6,560,698,604,614,489,528,439,635,476,410,428,332\""
"1886" ",\"CDC42SE1,813,1089,813,928,766,723,570,670,497,431,442,379\""
"1887" ",\"CDC42SE2,957,1169,895,1027,798,862,790,1014,759,580,649,422\""
"1888" ",\"CDC45,448,624,458,702,556,516,523,700,491,471,515,394\""
"1889" ",\"CDC5L,2639,3410,2303,3341,2321,2586,2198,2756,2030,1768,1989,1345\""
"1890" ",\"CDC6,646,836,612,854,605,598,722,1025,722,668,725,547\""
"1891" ",\"CDC7,1090,1397,945,1353,919,1038,767,940,683,681,741,567\""
"1892" ",\"CDC73,724,934,632,957,806,750,784,960,760,735,795,616\""
"1893" ",\"CDCA2,1174,1558,1055,1398,1052,1146,1230,1492,1022,1103,1217,929\""
"1894" ",\"CDCA3,273,412,256,376,301,303,365,477,344,295,322,270\""
"1895" ",\"CDCA4,256,379,298,433,374,322,345,491,298,369,405,357\""
"1896" ",\"CDCA5,243,368,284,283,326,266,238,348,185,143,202,158\""
"1897" ",\"CDCA7,1388,2051,1446,1271,1112,1047,718,981,707,480,573,443\""
"1898" ",\"CDCA7L,599,840,581,1060,787,760,595,794,563,551,597,464\""
"1899" ",\"CDCA8,184,273,230,284,317,247,348,439,262,315,365,301\""
"1900" ",\"CDH1,694,965,710,806,723,667,376,524,374,186,184,197\""
"1901" ",\"CDH12P3,31,43,33,36,23,27,40,31,28,25,34,21\""
"1902" ",\"CDH24,38,86,53,84,92,77,18,23,22,14,12,12\""
"1903" ",\"CDH6,978,1308,1086,959,566,620,158,169,137,207,193,183\""
"1904" ",\"CDHR1,155,232,179,291,212,242,127,192,91,76,101,67\""
"1905" ",\"CDHR2,7,10,10,7,11,5,7,17,15,11,14,8\""
"1906" ",\"CDHR5,14,19,9,19,24,12,19,26,14,24,28,17\""
"1907" ",\"CDIP1,64,112,89,80,116,89,111,137,79,91,90,91\""
"1908" ",\"CDIPT,161,222,186,180,194,164,124,157,87,108,91,107\""
"1909" ",\"CDK1,2102,2583,1747,2470,1610,1766,2103,2678,1982,2072,2327,1609\""
"1910" ",\"CDK10,354,612,440,536,569,439,412,623,376,340,355,326\""
"1911" ",\"CDK11A,67,76,76,89,59,65,88,132,83,112,119,89\""
"1912" ",\"CDK11B,525,856,653,824,848,652,803,1155,730,841,997,721\""
"1913" ",\"CDK12,1023,1351,957,1192,1070,1073,1324,1563,1082,936,1029,826\""
"1914" ",\"CDK13,1041,1382,1052,1228,982,1084,1097,1404,943,852,891,717\""
"1915" ",\"CDK15,924,1042,771,709,428,502,336,342,293,62,44,40\""
"1916" ",\"CDK16,416,634,472,647,635,526,683,850,559,599,651,580\""
"1917" ",\"CDK17,515,590,473,549,345,403,429,542,422,393,441,270\""
"1918" ",\"CDK19,333,489,380,418,293,257,459,611,414,420,501,365\""
"1919" ",\"CDK2,327,417,312,407,342,339,345,418,283,297,332,272\""
"1920" ",\"CDK20,43,51,32,41,49,47,44,63,36,21,36,15\""
"1921" ",\"CDK2AP1,165,242,182,285,244,221,115,152,113,67,71,73\""
"1922" ",\"CDK2AP2,32,38,42,38,37,24,46,78,36,39,53,50\""
"1923" ",\"CDK4,580,900,674,805,835,683,693,921,579,510,565,525\""
"1924" ",\"CDK5,107,153,107,141,104,97,72,94,66,46,52,38\""
"1925" ",\"CDK5R1,36,55,51,69,56,46,39,45,38,33,50,41\""
"1926" ",\"CDK5RAP1,641,838,651,928,679,786,514,665,473,376,429,341\""
"1927" ",\"CDK5RAP2,2095,3019,2061,3020,2376,2409,2543,3288,2236,2396,2639,1987\""
"1928" ",\"CDK5RAP3,920,1262,1003,1175,988,849,803,1124,742,564,644,455\""
"1929" ",\"CDK6,2680,3756,2608,2975,2248,2606,3761,4385,3139,2019,2241,1596\""
"1930" ",\"CDK7,274,371,240,379,225,292,239,377,230,220,257,144\""
"1931" ",\"CDK7P1,120,132,116,137,91,106,107,130,102,84,99,73\""
"1932" ",\"CDK8,804,1114,740,1072,858,768,513,702,456,408,426,373\""
"1933" ",\"CDK9,252,357,301,417,437,329,224,301,222,294,295,250\""
"1934" ",\"CDKAL1,1060,1388,916,1250,907,949,1200,1652,1135,736,781,546\""
"1935" ",\"CDKL1,53,62,41,66,42,54,28,25,26,34,35,19\""
"1936" ",\"CDKL3,17,12,11,18,7,4,19,9,16,20,11,10\""
"1937" ",\"CDKL5,1,10,9,5,7,2,12,24,12,8,8,7\""
